FIPS,City
IV55,Tiassale
IV56,Toumodi
IV57,Vavoua
IV58,Yamoussoukro
IV59,Abengourou
IV60,Agnibilekrou
IV61,Abidjan
IV62,Aboisso
IV63,Adiaké
IV64,Alépé
IV65,Bocanda
IV66,Dabou
IV67,Dimbokro
IV68,Grand-Bassam
IV69,Guiglo
IV70,Jacqueville
IV71,Tiébissou
IV72,Toulépleu
IV73,Yamoussoukro
IV74,Agnéby
IV75,Bafing
IV76,Bas-Sassandra
IV77,Denguélé
IV78,Dix-Huit Montagnes
IV79,Fromager
IV80,Haut-Sassandra
IV81,Lacs
IV82,Lagunes
IV83,Marahoué
IV84,Moyen-Cavally
IV85,Moyen-Comoé
IV86,N’Zi-Comoé
IV87,Savanes
IV88,Sud-Bandama
IV89,Sud-Comoé
IV90,Vallée Du Bandama
IV91,Worodougou
IV92,Zanzan
IY00,Iraq-Saudi Arabia Neutral Zone
IZ00,Iraq
IZ01,Al Anbar
IZ02,Al Basrah
IZ03,Al Muthanna
IZ04,Al Qadisiyah
IZ05,As Sulaymaniyah
IZ06,Babil
IZ07,Baghdad
IZ08,Dahuk
IZ09,Dhi Qar
IZ10,Diyala
IZ11,Arbil
IZ12,Karbala'
IZ13,At Ta'Mim
IZ14,Maysan
IZ15,Ninawa
IZ16,Wasit
IZ17,An Najaf
IZ18,Salah Ad Din
JA00,Japan
JA01,Aichi
JA02,Akita
JA03,Aomori
JA04,Chiba
JA05,Ehime
JA06,Fukui
JA07,Fukuoka
JA08,Fukushima
JA09,Gifu
JA10,Gumma
JA11,Hiroshima
JA12,Hokkaido
JA13,Hyogo
JA14,Ibaraki
JA15,Ishikawa
JA16,Iwate
JA17,Kagawa
JA18,Kagoshima
JA19,Kanagawa
JA20,Kochi
JA21,Kumamoto
JA22,Kyoto
JA23,Mie
JA24,Miyagi
JA25,Miyazaki
JA26,Nagano
JA27,Nagasaki
JA28,Nara
JA29,Niigata
JA30,Oita
JA31,Okayama
JA32,Osaka
JA33,Saga
JA34,Saitama
JA35,Shiga
JA36,Shimane
JA37,Shizuoka
JA38,Tochigi
JA39,Tokushima
JA40,Tokyo
JA41,Tottori
JA42,Toyama
JA43,Wakayama
JA44,Yamagata
JA45,Yamaguchi
JA46,Yamanashi
JA47,Okinawa
JE00,Jersey
JM00,Jamaica
JM01,Clarendon
JM02,Hanover
JM04,Manchester
JM07,Portland
JM08,Saint Andrew
JM09,Saint Ann
JM10,Saint Catherine
JM11,Saint Elizabeth
JM12,Saint James
JM13,Saint Mary
JM14,Saint Thomas
JM15,Trelawny
JM16,Westmoreland
JM17,Kingston
JN00,Jan Mayen
JO00,Jordan
JO01,Al `Asimah
JO02,Al Balqa'
JO03,Al Karak
JO06,Irbid
JO07,Ma`An
JO09,Al Karak
JO10,Al Mafraq
JO11,`Amman
JO12,Aţ Ţafilah
JO13,Az Zarqa
JO14,Irbid
JO15,Al Mafraq
JO16,`Ammān
JO17,Az Zarqā'
JO18,Irbid
JO19,Ma`Ān
JO20,'Ajlūn
JO21,Al 'Aqabah
JO22,Jarash
JO23,Mādabā
JQ00,Johnston Atoll
JU00,Juan De Nova Island
KE00,Kenya
KE01,Central
KE02,Coast
KE03,Eastern
KE05,Nairobi Area
KE06,North-Eastern
KE07,Nyanza
KE08,Rift Valley
KE09,Western
KG00,Kyrgyzstan
KG01,Bishkek
KG02,Chüy
KG03,Jalal-Abad
KG04,Naryn
KG05,Osh
KG06,Talas
KG07,Ysyk-Köl
KG08,Osh
KG09,Batken
KN00,Korea Democratic People'S Republic Of
KN01,Chagang-Do
KN02,Chongjin-Si
KN03,Hamgyong-Namdo
KN04,Hamgyong-Pukto
KN06,Hwanghae-Namdo
KN07,Hwanghae-Bukto
KN08,Kaesong-Si
KN09,Kangwon-Do
KN10,P'Yongan-Namdo
KN11,P'Yongan-Bukto
KN12,P'Yongyang-Si
KN13,Yanggang-Do
KN14,Namp'O-Si
KN15,P'Yongan-Namdo
KN16,Hamgyong-Bukto
KN17,Hamgyŏng-Bukto
KN18,Najin Sŏnbong-Si
KQ00,Kingman Reef
KR00,Kiribati
KR01,Gilbert Islands
KR02,Line Islands
KR03,Phoenix Islands
KS00,Korea Republic Of
KS01,Cheju-Do
KS02,Cholla-Namdo
KS03,Cholla-Bukto
KS04,Ch'Ungch'Ong-Namdo
KS05,Ch'Ungch'Ong-Bukto
KS06,Kangwon-Do
KS07,Kyonggi-Do
KS08,Kyongsang-Namdo
KS09,Kyongsang-Pukto
KS10,Pusan-Gwangyŏksi
KS11,Soul-T'Ukpyolsi
KS12,Inch'Ŏn-Gwangyŏksi
KS13,Kyonggi-Do
KS14,Kyongsang-Bukto
KS15,Taegu-Gwangyŏksi
KS16,Cholla-Namdo
KS17,Ch'Ungch'Ong-Namdo
KS18,Kwangju-Gwangyŏksi
KS19,Taejon-Gwangyŏksi
KS20,Kyŏngsang-Namdo
KS21,Ulsan-Gwangyŏksi
KT00,Christmas Island
KU00,Kuwait
KU01,Al Ahmadi
KU02,Al 'Āşimah
KU03,Hawalli
KU04,Al Aḩmadī
KU05,Al Jahrā'
KU06,Al Farwānīyah
KU07,Al Farwānīyah
KU08,Ḩawallī
KU09,Mubārak Al Kabīr
KV00,Kosovo
KZ00,Kazakhstan
KZ01,Almaty
KZ02,Almaty
KZ03,Aqmola
KZ04,Aqtöbe
KZ05,Astana
KZ06,Atyraū
KZ07,Batys Qazaqstan
KZ08,Bayqongyr
KZ09,Mangghystaū
KZ10,Ongtüstik Qazaqstan
KZ11,Pavlodar
KZ12,Qaraghandy
KZ13,Qostanay
KZ14,Qyzylorda
KZ15,Shyghys Qazaqstan
KZ16,Soltüstik Qazaqstan
KZ17,Zhambyl
LA00,Laos
LA01,Attapu
LA02,Champasak
LA03,Houaphan
LA04,Khammouan
LA05,Louang Namtha
LA06,Louangphrabang
LA07,Oudomxai
LA08,Phongsali
LA09,Saravan
LA10,Savannakhet
LA11,Vientiane
LA13,Xaignabouli
LA14,Xiangkhoang
LA15,Khammouan
LA16,Louangnamtha
LA17,Louangphabang
LA18,Phôngsali
LA19,Salavan
LA20,Savannahkhét
LA22,Bokèo
LA23,Bolikhamxai
LA24,Viangchan
LA25,Xaisômboun
LA26,Xékong
LA27,Viangchan
LE00,Lebanon
LE01,Béqaa
LE02,Al Janub
LE03,Liban-Nord
LE04,Beyrouth
LE05,Mont-Liban
LE06,Liban-Sud
LE07,Nabatîyé
LE08,Béqaa
LE09,Liban-Nord
LE10,Aakkâr
LE11,Baalbek-Hermel
LG00,Latvia
LH00,Lithuania
LH56,Alytaus Apskritis
LH57,Kauno Apskritis
LH58,Klaipėdos Apskritis
LH59,Marijampolėªs Apskritis
LH60,Panevėžio Apskritis
LH61,Šiaulių Apskritis
LH62,Tauragės Apskritis
LH63,Telšių Apskritis
LH64,Utenos Apskritis
LH65,Vilniaus Apskritis
LI00,Liberia
LI01,Bong
LI02,Grand Gedeh
LI03,Grand Bassa
LI04,Grand Cape Mount
LI05,Lofa
LI06,Maryland
LI07,Monrovia
LI08,Montserrado
LI09,Nimba
LI10,Sinoe
LI11,Grand Bassa
LI12,Grand Cape Mount
LI13,Maryland
LI14,Montserrado
LI19,Grand Gedeh
LI20,Lofa
LI21,Gbarpolu
LI22,River Gee
LO00,Slovakia
LO01,Banskobystrický
LO02,Bratislavský
LO03,Košický
LO04,Nitriansky
LO05,Prešovský
LO06,Trenčiansky
LO07,Trnavský
LO08,Žilinský
LQ00,Palmyra Atoll
LS00,Liechtenstein
LS01,Balzers
LS02,Eschen
LS03,Gamprin
LS04,Mauren
LS05,Planken
LS06,Ruggell
LS07,Schaan
LS08,Schellenberg
LS09,Triesen
LS10,Triesenberg
LS11,Vaduz
LT00,Lesotho
LT01,Berea
LT02,Butha-Buthe
LT03,Leribe
LT04,Mafeteng
LT05,Maseru
LT06,Mohales Hoek
LT07,Mokhotlong
LT08,Qachas Nek
LT09,Quthing
LT10,Berea
LT11,Butha-Buthe
LT12,Leribe
LT13,Mafeteng
LT14,Maseru
LT15,Mohales Hoek
LT16,Mokhotlong
LT17,Qachas Nek
LT18,Quthing
LT19,Thaba-Tseka
LU00,Luxembourg
LU01,Diekirch
LU02,Grevenmacher
LU03,Luxembourg
LY00,Libya
LY01,Ajdabiya
LY02,Al 'Aziziyah
LY03,Al `Aziziyah
LY04,Al Bayda'
LY05,Al Jufrah
LY06,Al Jumayl
LY07,Al Khums
LY08,Al Kufrah
LY09,Al Marj
LY10,Al Qarabulli
LY11,Al Qubbah
LY12,Al 'Ujaylat
LY13,Ash Shati'
LY14,Awbari
LY15,Az Zahra'
LY16,Az Zawiyah
LY17,Banghazi
LY18,Bani Walid
LY19,Bin Jawwad
LY20,Darnah
LY21,Ghadamis
LY22,Gharyan
LY23,Ghat
LY24,Jadu
LY25,Jalu
LY26,Janzur
LY27,Masallatah
LY28,Misratah
LY29,Mizdah
LY30,Murzuq
LY31,Nalut
LY32,Qaminis
LY33,Qasr Bin Ghashir
LY34,Sabha
LY35,Sabratah
LY36,Shahhat
LY37,Surman
LY38,Surt
LY39,Tajura'
LY40,Tarabulus
LY41,Tarhunah
LY42,Tubruq
LY43,Tukrah
LY44,Yafran
LY45,Zlitan
LY46,Zuwarah
LY47,Ajdabiya
LY48,Al Fatih
LY49,Al Jabal Al Akhdar
LY50,Al Khums
LY51,An Nuqat Al Khams
LY52,Awbari
LY53,Az Zawiyah
LY54,Banghazi
LY55,Darnah
LY56,Ghadamis
LY57,Gharyan
LY58,Misratah
LY59,Sawfajjin
LY60,Surt
LY61,Tarabulus
LY62,Yafran
MA00,Madagascar
MA01,Antsiranana
MA02,Fianarantsoa
MA03,Mahajanga
MA04,Toamasina
MA05,Antananarivo
MA06,Toliara
MB00,Martinique
MC00,Macau
MC01,Ilhas
MC02,Macau
MD00,Moldova
MD01,Anenii Noi
MD02,Bălţi
MD03,Basarabeasca
MD04,Bender
MD05,Briceni
MD06,Cahul
MD07,Căinari
MD08,CălăraI
MD09,Camenca
MD10,Cantemir
MD11,Căuşeni
MD12,Ceadîr-Lunga
MD13,Chişinău
MD14,Cimişlia
MD15,Comrat
MD16,Criuleni
MD17,Donduşeni
MD18,Drochia
MD19,Dubăsari
MD20,Edineţ
MD21,Făleşti
MD22,Floreşti
MD23,Găgăuzia
MD24,Glodeni
MD25,Grigoriopol
MD26,Hînceşti
MD27,Ialoveni
MD28,Leova
MD29,Nisporeni
MD30,Ocniţa
MD31,Orhei
MD32,Rezina
MD33,Rîbniţa
MD34,Rîşcani
MD35,Sîngerei
MD36,Slobozia
MD37,Şoldăneşti
MD38,Soroca
MD39,Ştefan-Vodă
MD40,Străşeni
MD41,Taraclia
MD42,Teleneşti
MD43,Tiraspol
MD44,Ungheni
MD45,Vulcăneşti
MD46,Bălţi
MD47,Cahul
MD48,Chişinău
MD49,Stînga Nistrului
MD50,Edineţ
MD51,Găgăuzia
MD52,Lăpuşna
MD53,Orhei
MD54,Soroca
MD55,Tighina
MD56,Ungheni
MD57,Chişinău
MD58,Stînga Nistrului
MD59,Anenii Noi
MD60,Bălţi
MD61,Basarabeasca
MD62,Bender
MD63,Briceni
MD64,Cahul
MD65,Cantemir
MD66,Călăraşi
MD67,Căuşeni
MD68,Cimişlia
MD69,Criuleni
MD70,Donduşeni
MD71,Drochia
MD72,Dubăsari
MD73,Edineţ
MD74,Făleşti
MD75,Floreşti
MD76,Glodeni
MD77,Hînceşti
MD78,Ialoveni
MD79,Leova
MD80,Nisporeni
MD81,Ocniţa
MD82,Orhei
MD83,Rezina
MD84,Rîşcani
MD85,Sîngerei
MD86,Şoldăneşti
MD87,Soroca
MD88,Ştefan-Vodă
MD89,Străşeni
MD90,Taraclia
MD91,Teleneşti
MD92,Ungheni
MF00,Mayotte
MG00,Mongolia
MG01,Arhangay
MG02,Bayanhongor
MG03,Bayan-Olgiy
MG04,Bulgan
MG05,Darhan
MG06,Dornod
MG07,Dornogovi
MG08,Dundgovi
MG09,Dzavhan
MG10,Govi-Altay
MG11,Hentiy
MG12,Hovd
MG13,Hovsgol
MG14,Omnogovi
MG15,Ovorhangay
MG16,Selenge
MG17,Suhbaatar
MG18,Tov
MG19,Uvs
MG20,Ulaanbaatar
MG21,Bulgan
MG22,Erdenet
MG23,Darhan-Uul
MG24,Govĭsumber
MG25,Orhon
MH00,Montserrat
MH01,Saint Anthony
MH02,Saint Georges
MH03,Saint Peter
MI00,Malawi
MI01,Blantyre
MI02,Chikwawa
MI03,Chiradzulu
MI04,Chitipa
MI05,Thyolo
MI06,Dedza
MI07,Dowa
MI08,Karonga
MI09,Kasungu
MI10,Machinga
MI11,Lilongwe
MI12,Mangochi
MI13,Mchinji
MI14,Mulanje
MI15,Mzimba
MI16,Ntcheu
MI17,Nkhata Bay
MI18,Nkhotakota
MI19,Nsanje
MI20,Ntchisi
MI21,Rumphi
MI22,Salima
MI23,Zomba
MI24,Blantyre
MI25,Mwanza
MI26,Balaka
MI27,Likoma
MI28,Machinga
MI29,Mulanje
MI30,Phalombe
MJ00,Montenegro
MK00,Macedonia
MK01,Aračinovo
MK02,Bač
MK03,Belčišta
MK04,Berovo
MK05,Bistrica
MK06,Bitola
MK07,Blatec
MK08,Bogdanci
MK09,Bogomila
MK10,Bogovinje
MK11,Bosilovo
MK12,Brvenica
MK13,Čair
MK14,Capari
MK15,Čaška
MK16,Čegrane
MK17,Centar
MK18,Centar Župa
MK19,Češinovo
MK20,Čučer-Sandevo
MK21,Debar
MK22,Delčevo
MK23,Delogoždi
MK24,Demir Hisar
MK25,Demir Kapija
MK26,Dobruševo
MK27,Dolna Banjica
MK28,Dolneni
MK29,Đorče Petrov
MK30,Drugovo
MK31,Džepčište
MK32,Gazi Baba
MK33,Gevgelija
MK34,Gostivar
MK35,Gradsko
MK36,Ilinden
MK37,Izvor
MK38,Jegunovce
MK39,Kamenjane
MK40,Karbinci
MK41,Karpoš
MK42,Kavadarci
MK43,Kičevo
MK44,Kisela Voda
MK45,Klečevce
MK46,Kočani
MK47,Konče
MK48,Kondovo
MK49,Konopište
MK50,Kosel
MK51,Kratovo
MK52,Kriva Palanka
MK53,Krivogaštani
MK54,Kruševo
MK55,Kukliš
MK56,Kukurečani
MK57,Kumanovo
MK58,Labuništa
MK59,Lipkovo
MK60,Lozovo
MK61,Lukovo
MK62,Makedonska Kamenica
MK63,Makedonski Brod
MK64,Mavrovi Anovi
MK65,Mešeišta
MK66,Miravci
MK67,Mogila
MK68,Murtino
MK69,Negotino
MK70,Negotino-Pološko
MK71,Novaci
MK72,Novo Selo
MK73,Obleševo
MK74,Ohrid
MK75,Orašac
MK76,Orizari
MK77,Oslomej
MK78,Pehčevo
MK79,Petrovec
MK80,Plasnica
MK81,Podareš
MK82,Prilep
MK83,Probištip
MK84,Radoviš
MK85,Rankovce
MK86,Resen
MK87,Rosoman
MK88,Rostuša
MK89,Samokov
MK90,Saraj
MK91,Šipkovica
MK92,Sopište
MK93,Sopotnica
MK94,Srbinovo
MK95,Staravina
MK96,Star Dojran
MK97,Staro Nagoričane
MK98,Štip
MK99,Struga
MKA1,Strumica
MKA2,Studeničani
MKA3,Šuto Orizari
MKA4,Sveti Nikole
MKA5,Tearce
MKA6,Tetovo
MKA7,Topolčani
MKA8,Valandovo
MKA9,Vasilevo
MKB1,Veles
MKB2,Velešta
MKB3,Vevčani
MKB4,Vinica
MKB5,Vitolište
MKB6,Vraneštica
MKB7,Vrapčište
MKB8,Vratnica
MKB9,Vrutok
MKC1,Zajas
MKC2,Zelenikovo
MKC3,Želino
MKC4,Žitoše
MKC5,Zletovo
MKC6,Zrnovci
ML00,Mali
ML01,Bamako
ML02,Gao
ML03,Kayes
ML04,Mopti
ML05,Segou
ML06,Sikasso
ML07,Koulikoro
ML08,Tombouctou
ML09,Gao
ML10,Kidal
MN00,Monaco
MN01,La Condamine
MN02,Monaco
MN03,Monte-Carlo
MO00,Morocco
MO01,Agadir
MO02,Al Hoceima
MO03,Azilal
MO04,Ben Slimane
MO05,Beni Mellal
MO06,Boulemane
MO07,Casablanca
MO08,Chaouen
MO09,El Jadida
MO10,El Kelaa Des Sraghna
MO11,Er Rachidia
MO12,Essaouira
MO13,Fès
MO14,Figuig
MO15,Kenitra
MO16,Khemisset
MO17,Khenifra
MO18,Khouribga
MO19,Marrakech
MO20,Meknès
MO21,Nador
MO22,Ouarzazate
MO23,Oujda
MO24,Rabat-Sale
MO25,Safi
MO26,Settat
MO27,Tanger
MO29,Tata
MO30,Taza
MO31,Tetouan
MO32,Tiznit
MO33,Guelmim
MO34,Ifrane
MO35,Laayoune
MO36,Tan-Tan
MO37,Taounate
MO38,Sidi Kacem
MO39,Taroudannt
MO40,Tetouan
MO41,Larache
MO42,Guelmim
MO43,Assa-Zag
MO44,Es Smara
MO45,Grand Casablanca
MO46,Fès-Boulemane
MO47,Marrakech-Tensift-Al Haouz
MO48,Meknès-Tafilalet
MO49,Rabat-Salé-Zemmour-Zaër
MO50,Chaouia-Ouardigha
MO51,Doukkala-Abda
MO52,Gharb-Chrarda-Beni Hssen
MO53,Guelmim-Es Smara
MO54,Oriental
MO55,Souss-Massa-Drâa
MO56,Tadla-Azilal
MO57,Tanger-Tétouan
MO58,Taza-Al Hoceima-Taounate
MO59,Laâyoune-Boujdour-Sakia El Hamra
MP00,Mauritius
MP02,Beau Bassin-Rose Hill
MP04,Curepipe
MP05,Moka-Flacq
MP06,North
MP07,Port Louis
MP08,Quatre Bornes
MP10,South
MP11,Vacoas-Phoenix
MP12,Black River
MP13,Flacq
MP14,Grand Port
MP15,Moka
MP16,Pamplemousses
MP17,Plaines Wilhems
MP18,Port Louis
MP19,Riviere Du Rempart
MP20,Savanne
MP21,Agalega Islands
MP22,Cargados Carajos
MP23,Rodrigues
MQ00,Midway Islands
MR00,Mauritania
MR01,Hodh Ech Chargui
MR02,Hodh El Gharbi
MR03,Assaba
MR04,Gorgol
MR05,Brakna
MR06,Trarza
MR07,Adrar
MR08,Dakhlet Nouadhibou
MR09,Tagant
MR10,Guidimaka
MR11,Tiris Zemmour
MR12,Inchiri
MT00,Malta
MU00,Oman
MU01,Ad Dākhilīyah
MU02,Al Bāţinah
MU03,Al Wusţá
MU04,Ash Sharqīyah
MU05,Az̧ Z̧Ǎhirah
MU06,Masqaţ
MU07,Musandam
MU08,Z̧Ufār
MU09,Az̧ Z̧Āhirah
MU10,Al Buraymī
MV00,Maldives
MV01,Seenu
MV02,Aliff
MV03,Laviyani
MV04,Waavu
MV05,Laamu
MV07,Haa Aliff
MV08,Thaa
MV12,Meemu
MV13,Raa
MV14,Faafu
MV17,Daalu
MV20,Baa
MV23,Haa Daalu
MV24,Shaviyani
MV25,Noonu
MV26,Kaafu
MV27,Gaafu Aliff
MV28,Gaafu Daalu
MV29,Naviyani
MV30,Alifu
MV31,Baa
MV32,Dhaalu
MV33,Faafu
MV34,Gaafu Alifu
MV35,Gaafu Dhaalu
MV36,Haa Alifu
MV37,Haa Dhaalu
MV38,Kaafu
MV39,Lhaviyani
MV40,Maale
MV41,Meemu
MV42,Gnaviyani
MV43,Noonu
MV44,Raa
MV45,Shaviyani
MV46,Thaa
MV47,Vaavu
MW00,Montenegro
MX00,Mexico
MX01,Aguascalientes
MX02,Baja California
MX03,Baja California Sur
MX04,Campeche
MX05,Chiapas
MX06,Chihuahua
MX07,Coahuila De Zaragoza
MX08,Colima
MX09,Distrito Federal
MX10,Durango
MX11,Guanajuato
MX12,Guerrero
MX13,Hidalgo
MX14,Jalisco
MX15,Mexico
MX16,Michoacan De Ocampo
MX17,Morelos
MX18,Nayarit
MX19,Nuevo Leon
MX20,Oaxaca
MX21,Puebla
MX22,Queretaro De Arteaga
MX23,Quintana Roo
MX24,San Luis Potosi
MX25,Sinaloa
MX26,Sonora
MX27,Tabasco
MX28,Tamaulipas
MX29,Tlaxcala
MX30,Veracruz-Llave
MX31,Yucatan
MX32,Zacatecas
MY00,Malaysia
MY01,Johor
MY02,Kedah
MY03,Kelantan
MY04,Melaka
MY05,Negeri Sembilan
MY06,Pahang
MY07,Perak
MY08,Perlis
MY09,Pulau Pinang
MY11,Sarawak
MY12,Selangor
MY13,Terengganu
MY14,Kuala Lumpur
MY15,Labuan
MY16,Sabah
MY17,Putrajaya
MZ00,Mozambique
MZ01,Cabo Delgado
MZ02,Gaza
MZ03,Inhambane
MZ04,Maputo
MZ05,Sofala
MZ06,Nampula
MZ07,Niassa
MZ08,Tete
MZ09,Zambezia
MZ10,Manica
MZ11,Maputo
NA00,Netherlands Antilles
NC00,New Caledonia
NE00,Niue
NF00,Norfolk Island
NG00,Niger
NG01,Agadez
NG02,Diffa
NG03,Dosso
NG04,Maradi
NG05,Niamey
NG06,Tahoua
NG07,Zinder
NG08,Niamey
NG09,Tillabéri
NH00,Vanuatu
NH01,Central District Number
NH02,Central District Number
NH03,Northern
NH04,Southern
NH05,Ambrym
NH06,Aoba/Maewo
NH07,Torba
NH08,Efate
NH09,Epi
NH10,Malakula
NH11,Paama
NH12,Pentecote
NH13,Sanma
NH14,Shepherd
NH15,Tafea
NH16,Malampa
NH17,Penama
NH18,Shefa
NI00,Nigeria
NI01,Benue
NI02,Anambra
NI03,Kano
NI04,Kwara
NI05,Lagos
NI06,Bauchi
NI07,Bendel
NI08,Borno
NI09,Cross River
NI10,Rivers
NI11,Federal Capital Territory
NI12,Gongola
NI13,Imo
NI14,Kaduna
NI15,Niger
NI16,Ogun
NI17,Ondo
NI18,Oyo
NI19,Plateau
NI20,Sokoto
NI21,Akwa Ibom
NI22,Cross River
NI23,Kaduna
NI24,Katsina
NI25,Anambra
NI26,Benue
NI27,Borno
NI28,Imo
NI29,Kano
NI30,Kwara
NI31,Niger
NI32,Oyo
NI33,Sokoto
NI34,Abia
NI35,Adamawa
NI36,Delta
NI37,Edo
NI38,Enugu
NI39,Jigawa
NI40,Kebbi
NI41,Kogi
NI42,Osun
NI43,Taraba
NI44,Yobe
NI45,Abia
NI46,Bauchi
NI47,Enugu
NI48,Ondo
NI49,Plateau
NI50,Rivers
NI51,Sokoto
NI52,Bayelsa
NI53,Ebonyi
NI54,Ekiti
NI55,Gombe
NI56,Nassarawa
NI57,Zamfara
NL00,Netherlands
NL01,Drenthe
NL02,Friesland
NL03,Gelderland
NL04,Groningen
NL05,Limburg
NL06,Noord-Brabant
NL07,Noord-Holland
NL08,Overijssel
NL09,Utrecht
NL10,Zeeland
NL11,Zuid-Holland
NL12,Dronten
NL13,Zuidelijke Ijsselmeerpolders
NL14,Lelystad
NL15,Overijssel
NL16,Flevoland
NO00,Norway
NO01,Akershus
NO02,Aust-Agder
NO04,Buskerud
NO05,Finnmark
NO06,Hedmark
NO07,Hordaland
NO08,More Og Romsdal
NO09,Nordland
NO10,Nord-Trondelag
NO11,Oppland
NO12,Oslo
NO13,Ostfold
NO14,Rogaland
NO15,Sogn Og Fjordane
NO16,Sor-Trondelag
NO17,Telemark
NO18,Troms
NO19,Vest-Agder
NO20,Vestfold
NP00,Nepal
NP01,Bagmati
NP02,Bheri
NP03,Dhawalagiri
NP04,Gandaki
NP05,Janakpur
NP06,Karnali
NP07,Kosi
NP08,Lumbini
NP09,Mahakali
NP10,Mechi
NP11,Narayani
NP12,Rapti
NP13,Sagarmatha
NP14,Seti
NQ00,Trust Territory Of The Pacific Islands
NQ20,Marshall Islands
NQ25,Micronesia Federated States Of
NQ30,Palau
NR00,Nauru
NR01,Aiwo
NR02,Anabar
NR03,Anetan
NR04,Anibare
NR05,Baiti
NR06,Boe
NR07,Buada
NR08,Denigomodu
NR09,Ewa
NR10,Ijuw
NR11,Meneng
NR12,Nibok
NR13,Uaboe
NR14,Yaren
NS00,Suriname
NS01,Brokopondo
NS02,Comewijne
NS03,Coronie
NS04,Marowijne
NS05,Nickerie
NS06,Para
NS07,Paramaribo
NS08,Saramacca
NS09,Suriname
NS10,Brokopondo
NS11,Commewijne
NS12,Coronie
NS13,Marowijne
NS14,Nickerie
NS15,Para
NS16,Paramaribo
NS17,Saramacca
NS18,Sipaliwini
NS19,Wanica
NT00,Netherlands Antilles
NU00,Nicaragua
NU01,Boaco
NU02,Carazo
NU03,Chinandega
NU04,Chontales
NU05,Esteli
NU06,Granada
NU07,Jinotega
NU08,Leon
NU09,Madriz
NU10,Managua
NU11,Masaya
NU12,Matagalpa
NU13,Nueva Segovia
NU14,Rio San Juan
NU15,Rivas
NU16,Zelaya
NU17,Atlántico Norte
NU18,Atlántico Sur
NZ00,New Zealand
NZ01,Akaroa
NZ03,Amuri
NZ04,Ashburton
NZ07,Bay Of Islands
NZ08,Bruce
NZ09,Buller
NZ10,Chatham Islands
NZ11,Cheviot
NZ12,Clifton
NZ13,Clutha
NZ14,Cook
NZ16,Dannevirke
NZ17,Egmont
NZ18,Eketahuna
NZ19,Ellesmere
NZ20,Eltham
NZ21,Eyre
NZ22,Featherston
NZ24,Franklin
NZ26,Golden Bay
NZ27,Great Barrier Island
NZ28,Grey
NZ29,Hauraki Plains
NZ30,Hawera
NZ31,Hawke'S Bay
NZ32,Heathcote
NZ33,Hobson
NZ34,Hokianga
NZ35,Horowhenua
NZ36,Hutt
NZ37,Inangahua
NZ38,Inglewood
NZ39,Kaikoura
NZ40,Kairanga
NZ41,Kiwitea
NZ43,Lake
NZ45,Mackenzie
NZ46,Malvern
NZ47,Manawatu
NZ48,Mangonui
NZ49,Maniototo
NZ50,Marlborough
NZ51,Masterton
NZ52,Matamata
NZ53,Mount Herbert
NZ54,Ohinemuri
NZ55,Opotiki
NZ56,Oroua
NZ57,Otamatea
NZ58,Otorohanga
NZ59,Oxford
NZ60,Pahiatua
NZ61,Paparua
NZ63,Patea
NZ65,Piako
NZ66,Pohangina
NZ67,Raglan
NZ68,Rangiora
